,x,y,target
0,-0.4078529129833197,14.143820133820922,0.0
1,7.54511740276625,12.732726712797936,0.0
2,-3.923133343899155,4.655826542772626,2.0
3,4.564526297142551,0.9679551672142443,0.0
4,12.641981738662784,4.302588057888062,1.0
5,-5.345993610377655,3.454963611611706,1.0
6,10.387491270725072,-0.13116580603767458,0.0
7,14.029702258098276,-2.899013230939896,0.0
8,-15.88729685458503,-1.7523101246778785,0.0
9,13.657818182228272,4.11371173110072,0.0
10,5.49764402582656,-5.393489007080716,1.0
11,-6.0087183122270345,8.62420451197281,0.0
12,14.449309209133924,4.0705561572428275,2.0
13,13.486921063905342,2.818132231466537,1.0
14,7.069547773769824,-3.2270356386382852,0.0
15,-3.4231863926511386,-3.478219256879446,1.0
16,-6.589867671218874,-5.410481140475445,1.0
17,7.973591080247452,-0.04567826960055338,0.0
18,2.7603031857388602,17.256371510448187,3.0
19,-5.54081646832798,4.580517949662864,2.0
20,6.942305345504729,-6.112119050317886,0.0
21,13.633356801629583,4.746466372340188,0.0
22,13.806636106199678,1.849267403218787,2.0
23,3.5650705048764744,13.84454620888849,3.0
24,5.51173430389228,10.44024308442651,0.0
25,-7.595214008976027,7.689996075507485,2.0
26,-5.066319095132796,4.601082321937956,1.0
27,12.271746131143805,9.528539713802191,3.0
28,13.264596130375542,4.605485147566403,0.0
29,-7.371305346706582,9.588994559737282,4.0
30,16.35653303979672,8.20906029134143,3.0
31,-11.935017477693375,1.2540082082917523,0.0
32,13.832109453559916,1.6684675225088579,0.0
33,11.77741671839676,2.145983465592265,0.0
34,-5.385750836574347,5.8463267575811555,0.0
35,-4.440453345003865,7.650607806266641,0.0
36,15.028176055028766,1.9415565755918158,0.0
37,-7.336992279180339,4.19714170030754,0.0
38,12.852520674252057,6.498493160087602,0.0
39,-3.524398676809282,4.126991136142521,0.0
40,-6.879772680354864,-10.899148857200418,1.0
41,-0.4613402724190807,-5.63757572573711,3.0
42,3.3043342946847187,0.40757060992754435,0.0
43,12.402589163628049,12.634874165442378,0.0
44,-5.623663187252848,-12.308861958782789,1.0
45,-3.6512025780612354,8.575975257707611,0.0
46,-3.2517610281144473,2.840911991057933,3.0
47,-16.48005538830676,1.204914446096718,0.0
48,-6.498421328916846,7.044897177458652,1.0
49,13.508387413457212,-1.4466449032002175,0.0
50,9.761787215253825,3.838748582494717,2.0
51,3.9146778641957543,-0.4029607665498625,0.0
52,-6.583421943902674,14.86981927143739,3.0
53,14.839564283249704,3.8515970472027923,2.0
54,12.646918224004693,-1.9023210117112623,3.0
55,10.71746680855013,0.7010392725101399,0.0
56,4.829543476935399,-5.3973505330035305,0.0
57,-9.374852713593018,-2.0062865983229927,0.0
58,4.954016549011459,1.8396597193085205,0.0
59,-12.027796257798608,2.923795117124482,0.0
60,-14.373795193472377,1.239018273046903,2.0
61,6.9570625674923905,21.097277263957142,4.0
62,11.281623194502691,1.113653115763348,0.0
63,15.24571170082883,1.6556450499286108,3.0
64,13.27532331669531,-2.31274115862106,3.0
65,-0.7314158342579622,-3.8808650345487634,1.0
66,16.356495853009946,-2.219005613923493,4.0
67,13.652781065249568,14.73172451443519,1.0
68,9.907204064852436,10.612682670478597,2.0
69,-5.9761615786422935,-0.8820635005627832,2.0
70,7.509841041606619,6.751797181787593,0.0
71,13.926577743950041,14.476111762156847,0.0
72,7.385302706554748,6.257789919649617,3.0
73,8.004518303597678,-0.9986991402681162,1.0
74,-5.213849260362548,7.006236160361346,3.0
75,14.783075934241733,7.909319093298279,2.0
76,14.439471289142627,14.166686485560543,0.0
77,10.311734802446342,-0.22703827353815487,2.0
78,11.815078445521287,14.847447389138054,0.0
79,-7.013078610800369,-10.646399767077025,1.0
80,11.209332343951251,7.958253177699092,2.0
81,5.095663141368685,10.928665498612482,1.0
82,-5.391759781469088,7.652994030942348,0.0
83,10.449230193530509,3.519084634537063,2.0
84,7.849693261813372,5.721219766677288,2.0
85,-5.193222115467907,7.512154447993044,2.0
86,-2.45117926497639,5.039249777120743,1.0
87,-2.3603210844950313,-0.7218467574979366,2.0
88,-2.836572135995362,6.756788739878877,0.0
89,2.2068449436884023,-7.135612401459796,4.0
90,6.882408159934765,9.619227411735912,2.0
91,-2.9882688516359712,1.137556549320443,2.0
92,11.014970411154865,1.4542758102284357,2.0
93,6.408569086260648,-4.9126876514781435,0.0
94,-5.732808802962093,8.056838638685528,0.0
95,-1.5465547770489827,3.609234462443967,0.0
96,-4.645576376182056,9.761588344260375,0.0
97,9.54307209763078,0.18703318474241426,0.0
98,-1.0875340059880065,1.361461543417267,1.0
99,11.657768128006882,4.020978709226098,0.0
100,-3.395648454087322,-14.9645401442378,4.0
101,-13.542047238016693,3.0071039456959237,0.0
102,14.035182852149468,3.839062282353135,0.0
103,-7.70213261743175,-13.199742845764675,0.0
104,-15.427667812059665,-2.1835182831141666,0.0
105,-3.277167120211378,-10.187192651869841,0.0
106,-2.6645336842232106,8.617284620323163,0.0
107,-7.774793896559453,3.073406642383602,0.0
108,-10.581894142410052,7.651839366773473,4.0
109,0.1984903227133727,-1.4469748259071775,0.0
110,-8.743838782392501,1.9281607969366823,0.0
111,-2.699288568791718,7.427368548362355,0.0
112,-4.054449559761996,-12.130483480097165,0.0
113,-11.100869542153914,-3.022855358937321,0.0
114,-2.1735667938461702,15.10452323321728,0.0
115,-8.707397863097256,1.0340747422229184,1.0
116,-2.8337795386662643,-1.949116338277405,0.0
117,-8.28333018629727,0.9771092788749404,0.0
118,-6.105256549576423,-11.023015596588019,3.0
119,8.541695316663512,-1.193587021439352,1.0
120,8.214454157120052,-5.615477087961604,1.0
121,-6.832995385311631,2.3674098957419796,1.0
122,4.77752715962822,3.953759184736204,1.0
123,-6.2798972723719055,5.682894740598243,3.0
124,8.75066929957864,5.179046578049642,0.0
125,4.232399538228401,14.947393695206852,1.0
126,13.056021541802892,11.627145370452386,0.0
127,6.518978574020212,17.621323683901,0.0
128,-10.508227886039476,0.06880920919678629,4.0
129,-1.4383366124110022,3.462032526498458,1.0
130,15.513701258610862,7.4017533892669185,1.0
131,-0.7542952295109631,-11.43545345168805,2.0
132,-3.286043460433703,-8.456255521949746,1.0
133,-4.354291117810691,5.013233640842761,1.0
134,7.694673603317935,5.796622779299963,2.0
135,-9.15628870693569,-6.199849808919967,3.0
136,-0.2629949438213237,12.028166981873673,0.0
137,-5.902668724301071,-9.401086731058863,0.0
138,5.746574415381871,9.068966370559108,0.0
139,-8.260497929579872,2.8543383569576752,0.0
140,4.834928855813604,14.88007538474926,3.0
141,10.193734084669867,-5.125997095860579,0.0
