,x,y,target
0,8.96035797672053,9.119054171029338,0.0
1,-2.56817324092968,10.92997433831199,0.0
2,-13.269103984941797,1.4625069155774775,2.0
3,6.728195009363681,-9.031275026153972,0.0
4,-6.899121045869602,13.356707966585331,1.0
5,1.3017272780714717,-0.740221327166709,1.0
6,-6.8982110681981235,-1.2634600651853036,0.0
7,-13.068164528599048,-2.921486566203258,0.0
8,0.10776095460688528,-12.513418352802319,0.0
9,-0.5818405783147722,-1.5784926773705181,0.0
10,4.92252044560917,-9.374741928602154,1.0
11,-5.959844535583209,14.534932222893158,0.0
12,-4.942984417592396,-3.4563217939325614,2.0
13,-0.1756786270439984,-0.8761877830445532,1.0
14,2.7740184177892124,-11.263098238338726,0.0
15,-3.1006085379860657,-8.897014057923757,1.0
16,5.84018779323576,-9.51720600458713,1.0
17,-6.197979168130216,14.586880105310915,0.0
18,4.329685357860989,5.71746694366641,3.0
19,-8.812007164083454,-3.284102497136166,2.0
20,-5.837177652389124,-5.603264337078313,0.0
21,-1.016439302418284,-0.11192570787955385,0.0
22,-6.510907988048319,-3.98725181644113,2.0
23,0.8869799652896967,4.045806598303928,3.0
24,-8.930803819827318,14.748928968782272,0.0
25,-12.017701519745831,-3.03709957150475,2.0
26,-10.761684282818754,-2.2898408641976276,1.0
27,-9.138301687321333,-2.8105172025788256,3.0
28,-9.876934037073653,-4.830891834770549,0.0
29,4.393393106682733,4.127535643613272,4.0
30,0.08768502822577177,0.763067484570779,3.0
31,-2.962128341703928,-4.3384712179379425,0.0
32,0.5138390008149678,-4.22057540671889,0.0
33,-6.881993491414482,-2.5897705639334565,0.0
34,0.3208818432422488,3.328920916990617,0.0
35,-6.803861448108623,13.00254198163291,0.0
36,-2.429023108776991,-4.074981636474417,0.0
37,3.2119969946543034,-3.8684268986635937,0.0
38,-8.766631119218326,14.768742240227727,0.0
39,-11.867748251602777,12.970933320206598,0.0
40,9.576907458277743,-5.016310894447979,1.0
41,4.171442218375927,0.30109909063584045,3.0
42,-3.7120867736140077,-3.4464040435607926,0.0
43,-8.864712208613412,11.128642342823467,0.0
44,-11.486970684799502,-0.7896654473048891,1.0
45,-13.492020478454277,-3.518387390879407,0.0
46,0.9597534030434925,-11.970230144773653,3.0
47,-1.6224421146737487,-13.204483559927427,0.0
48,-7.612857893139338,-3.3263152183067937,1.0
49,-1.0073734718970866,-2.6956924472538217,0.0
50,-7.555508945015876,-0.8392926905085053,2.0
51,3.7774970397077525,-8.977218025852723,0.0
52,-5.603048652907154,2.290644139083092,3.0
53,-1.3388986099016311,0.19493699148783233,2.0
54,-5.015351969276346,-0.7678688699004205,3.0
55,8.889371444887923,-5.704047922752784,0.0
56,4.394703061083272,-9.764930267846518,0.0
57,-5.661401141707711,-5.7927309226969586,0.0
58,-6.755597152273165,13.32183611936641,0.0
59,4.4921391434007205,-9.20267042253741,0.0
60,-0.5504433646935796,-6.50331644438242,2.0
61,2.028245375226124,-16.783490081851934,4.0
62,-6.560220134964829,13.568130343028356,0.0
63,1.3507679434772752,-3.083628565266373,3.0
64,-0.11639295511707168,-1.6004713262209216,3.0
65,-3.266046906122206,-7.471316695977016,1.0
66,4.880689036542069,-0.6238525755931426,4.0
67,-9.343432545086992,14.531307165250405,1.0
68,-11.491126637485365,12.4508536984979,2.0
69,1.227661030661301,-8.893837604367272,2.0
70,-6.294605181963124,14.357338454751808,0.0
71,-11.261874266247252,-2.2241068180749366,0.0
72,-2.796660706440236,11.739940872322986,3.0
73,-7.3108181511672825,-1.6365883554259435,1.0
74,-7.4190807498524585,9.779838087584919,3.0
75,0.014869669443352957,0.30711646773036594,2.0
76,2.638622816850638,-2.1082146684571943,0.0
77,8.470976692359088,-7.337984167489799,2.0
78,3.8214990271708156,9.331838744755316,0.0
79,8.860507788307642,-3.431287197801959,1.0
80,-8.187365277777273,12.21540596735392,2.0
81,-8.347681892590673,12.157534427901483,1.0
82,3.834011121749056,-2.5874649372855383,0.0
83,-6.631938923710625,-3.0860701573110414,2.0
84,-5.5538797883810735,14.006594591928916,2.0
85,0.5196723421771259,-0.9219032175030212,2.0
86,-12.651313873483115,1.8694192821910138,1.0
87,6.91168338570878,-10.669257110492032,2.0
88,-0.3495691649491425,3.7198402744127397,0.0
89,12.14597517047622,7.961611597477822,4.0
90,7.590117566827028,-7.915082845412135,2.0
91,2.0680251304658954,-4.581036235473895,2.0
92,-13.144497556601802,0.3526065331312191,2.0
93,3.006630108038179,-4.866490320239499,0.0
94,3.638101341538643,-4.822644256215818,0.0
95,-11.894476665053334,13.86984843621492,0.0
96,-6.370159778972816,9.008003595838975,0.0
97,-3.369748254353717,8.592649713166077,0.0
98,2.6926567300300417,-4.939506051372783,1.0
99,7.395912986050465,-8.670656126202347,0.0
100,4.1192785215360255,5.099048749891596,4.0
101,-0.7184664744147363,-5.005619095633008,0.0
102,0.09014956699932027,0.16503535180852025,0.0
103,-0.3249651377629066,14.919546982884336,0.0
104,-3.752619771101555,-6.681446206263532,0.0
105,-13.57083679907745,-2.071315780277831,0.0
106,-10.47857856651057,14.2182560741192,0.0
107,-0.3495037108307092,-2.266009776730371,0.0
108,7.785904991406259,2.0257661526929143,4.0
109,9.886452697102946,-11.029756016271527,0.0
110,-7.714768305799561,-5.632600642881708,0.0
111,-9.285166014384226,14.68174206096698,0.0
112,-13.706238956725835,-0.7488190299792361,0.0
113,-7.980564238627781,-7.236460338051069,0.0
114,-0.50091984381843,6.612753810208767,0.0
115,-2.819561431687487,-3.1795781990193714,1.0
116,-2.833806407017535,-4.344036211391808,0.0
117,-5.369826415956818,-2.70997557298382,0.0
118,-0.29660240419583594,5.9544172384658784,3.0
119,-5.941892177926252,-3.6408234571336426,1.0
120,-16.034181002884647,-2.0783820906968384,1.0
121,-0.415358681479247,-3.6212214500868773,1.0
122,4.999589073131937,-6.889138334673591,1.0
123,0.6618930369614737,-0.637964586918707,3.0
124,6.568270195568798,-4.673759056057723,0.0
125,-3.0021255079571025,-1.7284009683999921,1.0
126,-12.836225770454963,-3.350818728966957,0.0
127,15.92916060778818,0.7598047036937121,0.0
128,10.560316947841377,13.114440541809536,4.0
129,8.074481270228103,-5.579237892044345,1.0
130,-7.142102318415084,13.073742483542665,1.0
131,15.598646109959768,-2.455462116943384,2.0
132,14.02665107905177,5.7224259812676594,1.0
133,-3.424017038594297,9.894594732836763,1.0
134,4.943030295304877,-3.4146267215981037,2.0
135,12.574142161501504,7.9966731923601,3.0
136,-14.946850308969333,5.643804208697088,0.0
137,13.584800725263628,6.024129010674725,0.0
138,-1.5185314250995894,4.568110164060752,0.0
139,7.211881602628524,-9.79078158236031,0.0
140,2.258094838653605,-18.09682537392554,3.0
141,-17.035754037834362,3.2054263787872,0.0
142,-5.958541576643981,3.884077036964367,4.0
143,15.93278468933739,-4.425851549470937,0.0
144,-3.4937740143268115,9.285828761144643,1.0
145,9.406998489621197,-2.809508580679575,0.0
146,-7.020424194377899,4.52418044142144,2.0
147,-5.7308825073940275,-3.9734649417370496,0.0
148,4.514431615312891,-16.135838953150788,0.0
149,-9.301495870164581,10.729344403862118,0.0
150,13.306460983875663,3.6916950825621044,2.0
