,x,y,target
0,31.55212971948902,51.87317789371268,0.0
1,-40.88642182968408,91.04272831680721,0.0
2,62.70771936575094,62.78692346585971,0.0
3,102.19572875730901,42.294563647900745,0.0
4,-61.41098825248777,83.48127503192802,0.0
5,74.84537257293505,14.956184365124063,0.0
6,67.98086857653904,42.25373277683422,0.0
7,-16.048495472379514,98.9157226254046,0.0
8,11.15711972275738,-107.63733516842996,0.0
9,15.144328969166523,22.199370151688857,0.0
10,52.89210160455724,1.7286196769592495,0.0
11,50.030316871515694,65.52832655760542,0.0
12,47.051233004071804,-13.589864861884243,0.0
13,89.45813684993124,56.171351915704385,0.0
14,65.20745634395452,6.18282555640168,0.0
15,98.56529315269982,17.59695444225141,0.0
16,-73.20773641273429,-0.4498289853429476,0.0
17,27.96702678786434,78.7508702481835,0.0
18,64.58677286970354,-5.386435462755632,0.0
19,77.80391984188019,31.119541871017912,0.0
20,19.35487174752388,33.48791473269086,0.0
21,23.888842562281653,66.45741302041118,0.0
22,86.38251750758151,165.40611032568617,0.0
23,48.07752676380246,53.13995592584976,0.0
24,59.287442547487856,51.03850178492074,0.0
25,23.712983834208124,11.763382828031714,0.0
26,22.321591290885276,47.48962351302966,0.0
27,39.235025511947875,42.39408445587497,0.0
28,30.163327501939587,35.61569235288402,0.0
29,64.8980007702427,73.87813493442256,0.0
30,-74.2744565073057,-42.51600992957324,0.0
31,40.224102669412616,29.487192650421576,0.0
32,-6.4874133968610055,79.4084929886352,0.0
33,86.75707470578267,20.20640558306565,0.0
34,-17.468729050681837,-206.45924191417683,0.0
35,11.895264995783926,52.291139593695284,0.0
36,76.78512700489404,-9.915684209960508,0.0
37,32.11755517959133,19.12107680489595,0.0
38,77.42897143527388,57.21145074996975,0.0
39,22.985983655425212,-63.84918569471492,0.0
40,51.94125103663261,38.678875608887765,0.0
41,-32.89187693299242,53.10573084958709,0.0
42,-86.65859149386512,57.419440902600535,0.0
43,42.1022083479422,-92.04328100443014,0.0
44,65.00063321643606,25.07388236641143,0.0
45,44.67493092210629,78.72223355438969,0.0
46,85.4478863377586,5.829894050325166,0.0
47,78.91371957064699,70.7873438540291,0.0
48,54.213788076283514,-202.6529677282126,0.0
49,37.7492816168008,60.696436399330494,0.0
50,-18.403445167536766,60.11334495170286,1.0
51,-74.2435616313077,25.280441309524335,1.0
52,12.163319072018027,3.3584376686597843,1.0
53,-66.65137127723712,11.612158578437747,1.0
54,-41.79161555885331,7.28760152829254,1.0
55,-22.85087075019889,-41.02451072748166,1.0
56,40.11181460725933,99.11426277730371,1.0
57,-33.1861847632868,-98.13295712165582,1.0
58,67.85952242028551,96.73433154877733,1.0
59,-49.42161019976589,-50.19291502594183,1.0
60,-41.6493621924452,44.631084735189624,1.0
61,-11.795608177233605,-34.06296104878141,1.0
62,-51.9943741446191,54.445596167089285,1.0
63,23.94967851095885,-40.88649751278904,1.0
64,9.864822753044951,-39.13313911751507,1.0
65,-18.47339053812484,39.26726388147725,1.0
66,-21.398275650174583,-60.82000170703776,1.0
67,-137.2794653492994,-30.345842549429918,1.0
68,-66.13146007326195,53.107885343718735,1.0
69,43.020417872380705,11.38846113619408,1.0
70,-405.2456007107284,71.41001804623356,1.0
71,-52.369891512313124,10.953131909104865,1.0
72,-94.45646921265407,-12.961893595907096,1.0
73,-379.6176910582615,248.391497371418,1.0
74,-53.79698676690015,23.904544639277205,1.0
75,-51.54224383830147,35.42524623412119,1.0
76,-6.624055148990224,33.39554260007622,1.0
77,-31.87122784080986,14.54135823325727,1.0
78,-12.550095160605194,-44.94955305612488,1.0
79,-43.450816365791326,68.29341768429923,1.0
80,-65.76640320225356,-12.574866812130463,1.0
81,409.6875734710017,-48.794987842295626,1.0
82,-94.03285802076509,-50.540725367868696,1.0
83,-57.32545079733038,-30.112585788840313,1.0
84,-23.880779492951028,-75.21569962975714,1.0
85,40.05654131987855,-32.31134841078236,1.0
86,-63.99908899219241,35.71941851988038,1.0
87,-30.64380024924172,-0.7305727098412138,1.0
88,33.66974038447341,-70.11861886418045,1.0
89,-91.56465510461872,21.767161611498107,1.0
90,-134.03585254066567,133.98029453524185,1.0
91,17.275910725077512,-50.00437208334788,1.0
92,302.3008267858329,69.90138754327037,1.0
93,-33.2466713719504,36.70172760418926,1.0
94,-46.09840856665853,-18.510125104249695,1.0
95,-8.001623009087833,-54.80532170160676,1.0
96,-32.15249804126761,-38.21296071958008,1.0
97,155.25886017163603,73.14511721797714,1.0
98,-54.596379960391744,-5.0278590830427845,1.0
99,56.79960200242537,-31.40925460699968,1.0
100,-1.0907647857927827,-90.4953185351853,2.0
101,-57.0874427314662,-60.3074828359888,2.0
102,-26.1015014797228,76.09281406698202,2.0
103,-1.480360066165869,-35.65783768101716,2.0
104,-49.27343794051267,-145.08139698946022,2.0
105,-212.4016730022505,-52.27852891712697,2.0
106,-38.270659185821074,-55.268141273930986,2.0
107,81.79817086942775,-34.967979245016075,2.0
108,-40.67904462868996,23.611010611291515,2.0
109,-3.8710082720982877,-72.88044076753293,2.0
110,105.36940138546049,-85.57204460212368,2.0
111,-22.036586025067937,21.657377648646722,2.0
112,-11.845472337546843,-14.479149944707675,2.0
113,-46.750335601415266,-66.23320619564262,2.0
114,-11.240150562254389,-114.98771464164005,2.0
115,-48.11855692734129,-104.00040536230868,2.0
116,-12.973723952740984,-4.069477974598737,2.0
117,13.594694633052924,-10.835471573993878,2.0
118,-2.491620357676401,21.49407199832672,2.0
119,-61.00327403966593,64.62156333786598,2.0
120,28.588465781554593,-14.688365750611638,2.0
121,48.104768795110004,-59.958969191871915,2.0
122,8.613370581988375,80.18125842010802,2.0
123,-31.172695821931633,-18.998805131084605,2.0
124,-60.4788575835587,-81.26687051281323,2.0
125,-10.08111279064537,49.877692976208884,2.0
126,-20.82967057031011,-26.440889747619764,2.0
127,6.422509966576018,-61.99826921464279,2.0
128,2.569574130359041,-48.883447464861966,2.0
129,-13.502907802670958,12.824573318922129,2.0
130,-0.8853901297085034,9.799651872266686,2.0
131,63.273229178467,-46.30198850057529,2.0
132,-0.2641191611801062,62.301826228407734,2.0
133,-0.33215570835862945,97.31844271163702,2.0
134,-80.32750991201273,-19.14071165661142,2.0
135,38.456966900000815,-48.43330204645179,2.0
136,-12.997355527956628,-87.29770023751053,2.0
137,-86.87377194885279,3.9413481406687567,2.0
138,66.2043557892121,-66.94097930729451,2.0
139,-43.32549788827944,-31.793000550417116,2.0
140,13.057959465705519,-25.48844948074433,2.0
141,16.431533819695623,-81.92728963480157,2.0
142,-33.99338382329307,-66.9144246981069,2.0
143,51.04709139100161,-75.96884452465987,2.0
144,26.393514479901047,-27.411279064793135,2.0
145,-0.5639967686299099,-21.681571007180672,2.0
146,9.912747395707775,-221.406707259711,2.0
147,-40.05448620586553,-81.7608259419796,2.0
148,-11.213840247443805,-98.62640192458416,2.0
149,219.54278113614814,25.27719302598964,2.0
